,index,Id,MSSubClass,MSZoning,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
825,828,829,60,0,28698,0,0,2,2,0,3,2,19,0,0,0,0,5,5,1967,1967,4,5,7,4,1,0.0,1,0,0,1,1,1,6,249,3,764,0,1013,0,2,0,0,1160,966,0,2126,0,1,2,1,3,1,1,7,3,0,0,0,17.0,2,2,538,0,0,0,486,0,0,0,225,0,0,0,0,0,6,2009,0,1,185000
826,829,830,160,3,2544,0,2,0,0,0,0,0,5,0,0,4,0,7,5,2005,2005,0,0,1,1,1,0.0,0,0,0,0,0,0,2,0,0,0,600,600,0,0,0,0,520,623,80,1223,0,0,2,1,2,1,0,4,0,0,0,1,11.0,0,2,480,0,0,0,0,166,0,0,0,0,0,0,0,0,7,2006,0,0,147400
827,830,831,20,0,11900,0,0,1,0,0,2,0,11,0,0,0,1,6,5,1957,1957,0,0,3,3,0,387.0,1,0,1,1,0,0,3,1040,0,0,352,1392,0,2,0,2,1392,0,0,1392,1,0,1,1,3,1,1,6,0,2,2,0,24.0,0,2,458,0,0,0,0,0,0,0,192,0,0,0,0,0,6,2008,0,0,166000
828,831,832,160,3,3180,0,2,0,0,0,0,0,5,0,0,3,0,7,5,2005,2005,0,0,1,1,1,0.0,1,0,0,0,0,0,2,0,0,0,600,600,0,0,0,0,520,600,80,1200,0,0,2,1,2,1,0,4,0,0,0,1,11.0,0,2,480,0,0,0,0,166,0,0,0,0,0,0,0,0,6,2006,0,0,151000
829,832,833,60,0,9548,0,0,1,0,0,3,0,0,0,0,0,0,7,6,2003,2003,0,0,0,0,0,223.0,0,0,0,0,0,0,0,483,0,0,458,941,0,0,0,0,941,888,0,1829,1,0,2,1,3,1,0,7,0,1,1,0,0.0,0,2,613,0,0,0,192,39,0,0,0,0,0,0,0,0,1,2010,0,0,237000
830,833,834,20,0,10004,0,0,0,0,0,0,0,11,0,0,0,1,6,6,1964,1964,0,0,3,4,0,180.0,1,0,1,1,0,0,3,196,1,345,975,1516,0,2,0,0,1516,0,0,1516,0,0,1,1,3,1,1,6,0,0,0,0,38.0,0,2,472,0,0,0,0,0,0,0,152,0,0,0,0,0,2,2009,0,0,167000
831,834,835,20,0,7875,0,0,0,0,0,0,0,11,0,0,0,1,5,6,1961,1961,0,0,0,0,0,136.0,1,0,1,1,0,0,3,572,0,0,572,1144,0,1,0,0,1144,0,0,1144,1,0,1,0,3,1,1,6,0,0,0,0,51.0,1,2,456,0,0,0,0,0,0,0,0,0,0,2,0,0,9,2008,0,0,139950
832,835,836,20,0,9600,0,0,0,0,0,0,0,9,0,0,0,1,4,7,1950,1995,0,0,0,3,1,0.0,1,0,1,0,0,0,4,442,0,0,625,1067,0,2,0,0,1067,0,0,1067,0,0,2,0,2,1,0,4,3,0,0,0,72.0,1,2,436,0,0,0,290,0,0,0,0,0,0,0,0,0,2,2010,0,0,128000
833,836,837,30,1,8100,0,2,0,0,0,0,0,7,0,0,0,1,5,6,1948,1973,0,0,0,0,1,0.0,1,0,2,1,0,0,3,338,0,0,1221,1559,0,1,0,0,1559,0,0,1559,1,0,1,0,2,1,1,5,3,0,0,1,47.0,1,2,812,0,0,0,0,116,230,0,0,0,0,2,0,0,6,2007,2,0,153500
834,837,838,160,1,1680,0,0,0,0,0,0,0,22,0,0,4,0,6,5,1973,1973,0,0,3,3,0,158.0,1,0,1,1,0,0,4,330,0,0,153,483,0,2,0,0,483,504,0,987,1,0,1,1,2,1,1,5,0,0,0,1,7.0,1,1,264,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2008,0,0,100000
835,838,839,20,0,9525,0,0,0,0,0,0,0,0,0,0,0,1,5,6,1995,2006,0,0,0,0,1,0.0,1,0,0,0,0,0,2,0,0,0,1099,1099,0,0,0,0,1099,0,0,1099,0,0,1,1,3,1,0,6,0,0,0,0,39.0,1,1,352,0,0,0,278,0,0,0,0,0,0,0,0,0,6,2008,0,0,144000
836,839,840,50,0,11767,0,0,0,0,0,0,0,15,0,0,0,2,5,6,1946,1995,0,0,1,1,1,0.0,1,0,1,1,0,0,4,352,0,0,416,768,0,0,0,0,768,432,0,1200,0,0,1,0,3,1,1,6,0,0,0,1,94.0,1,1,240,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2008,0,0,130500
837,840,841,70,4,12155,0,0,1,0,0,0,0,23,0,0,0,0,6,8,1925,1950,0,0,2,5,1,0.0,1,0,2,1,0,0,4,156,0,0,516,672,0,2,1,0,810,672,0,1482,0,0,2,0,4,1,3,7,0,0,0,1,91.0,1,1,400,0,0,2,0,0,254,0,0,0,0,0,0,0,3,2008,0,0,140000
838,841,842,70,1,10440,0,1,0,0,0,0,0,7,0,0,0,0,5,8,1904,2002,0,0,1,1,1,0.0,1,0,0,1,0,0,2,0,0,0,650,650,0,1,0,0,958,581,0,1539,0,0,2,0,3,1,0,8,0,1,5,1,32.0,1,2,686,2,0,2,70,78,68,0,0,0,0,0,0,0,6,2008,0,0,157500
839,842,843,80,0,9020,0,0,0,0,0,0,0,11,0,0,0,5,6,7,1966,1966,0,0,3,3,0,183.0,1,0,1,1,0,1,3,312,3,539,276,1127,0,2,0,0,1165,0,0,1165,1,0,1,1,3,1,1,6,0,0,0,0,26.0,0,2,490,2,3,0,0,129,0,0,0,0,0,3,0,0,5,2008,0,0,174900
840,843,844,90,0,8000,0,0,0,0,0,2,0,11,3,0,2,1,5,4,1961,1961,0,0,4,7,1,0.0,1,0,1,1,0,0,2,0,0,0,1800,1800,0,0,1,0,1800,0,0,1800,0,0,2,0,6,2,1,10,0,0,0,4,31.0,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,7,2007,0,0,141000
841,844,845,50,1,12665,0,1,1,0,0,0,0,7,3,0,0,2,5,8,1915,1950,0,0,2,5,1,0.0,1,0,2,1,0,2,2,0,0,0,876,876,0,1,0,0,876,540,0,1416,0,0,1,1,4,1,1,7,0,1,2,1,74.0,1,3,720,0,0,0,418,0,194,0,0,0,0,0,0,0,6,2008,0,0,153900
842,845,846,85,0,16647,0,0,1,0,0,3,0,9,4,0,0,4,5,5,1975,1981,0,0,3,3,1,0.0,1,0,1,0,0,1,1,1390,0,0,0,1390,0,2,0,0,1701,0,0,1701,1,0,2,0,3,1,1,6,3,2,1,5,58.0,2,2,611,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2007,0,0,171000
843,846,847,60,0,9317,0,0,0,0,0,0,0,12,0,0,0,0,7,5,1993,1993,0,0,3,3,0,137.0,0,0,0,0,0,0,1,513,0,0,227,740,0,0,0,0,1006,769,0,1775,1,0,2,1,3,1,0,7,0,1,1,0,5.0,1,2,425,0,0,0,234,72,192,0,0,0,0,0,0,0,7,2009,0,0,213000
844,847,848,20,0,15523,0,0,1,0,0,3,0,0,0,0,0,1,5,6,1972,1972,0,0,3,4,1,0.0,1,0,1,1,0,3,4,460,0,0,404,864,0,0,0,0,864,0,0,864,1,0,1,0,3,1,1,5,0,1,3,0,68.0,1,1,338,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2009,0,0,133500
845,848,849,50,0,45600,0,0,2,1,0,0,0,19,0,0,0,2,6,8,1908,1997,0,0,2,5,1,0.0,1,0,2,1,0,0,2,0,0,0,907,907,0,2,0,0,1307,1051,0,2358,0,0,3,0,5,1,1,10,0,1,2,1,95.0,1,2,360,1,0,0,486,40,0,0,175,0,0,0,0,0,9,2008,0,0,240000
846,849,850,80,0,9600,0,0,0,0,0,1,0,1,1,0,0,5,6,7,1976,1994,1,0,7,4,0,360.0,0,1,1,1,0,0,2,0,0,0,528,528,0,0,0,0,1094,761,0,1855,0,0,2,1,3,1,1,7,0,1,1,0,1.0,0,2,512,0,0,0,113,100,0,0,0,0,0,0,0,0,8,2007,0,0,187000
847,850,851,120,1,4435,0,0,0,0,0,0,0,0,0,0,3,1,6,5,2003,2003,0,0,0,0,0,170.0,0,0,0,0,0,3,0,659,0,0,189,848,0,0,0,0,848,0,0,848,1,0,1,0,1,1,0,3,0,0,0,0,0.0,2,2,420,0,0,0,140,0,0,0,0,0,0,0,0,0,11,2007,0,0,131500
848,851,852,120,0,3196,0,0,0,0,0,0,0,21,0,0,3,1,8,5,2003,2003,0,0,0,0,0,40.0,0,0,0,0,0,1,2,0,0,0,1273,1273,0,0,0,0,1456,0,0,1456,0,0,2,0,2,1,0,7,0,1,1,0,0.0,2,2,400,0,0,0,143,20,0,0,0,0,0,0,0,0,5,2006,0,0,215000
849,852,853,75,0,7128,0,0,0,0,0,0,0,2,0,0,0,6,7,5,1941,1950,0,0,1,1,1,0.0,1,1,1,1,0,0,3,364,0,0,554,918,0,1,0,0,918,728,0,1646,0,0,2,0,4,1,1,7,0,2,2,1,81.0,1,1,240,0,0,0,0,0,0,0,126,0,0,1,0,0,8,2007,0,0,164000
850,853,854,80,0,12095,0,0,1,0,0,2,0,11,0,0,0,5,6,6,1964,1964,0,0,1,3,0,115.0,1,1,1,1,0,1,3,564,0,0,563,1127,0,2,0,0,1445,0,0,1445,0,0,1,1,3,1,1,7,0,1,3,0,38.0,0,2,645,0,0,0,180,0,0,0,0,0,0,1,0,0,8,2009,0,0,158000
851,854,855,20,0,17920,0,0,0,0,0,0,0,9,0,0,0,1,5,4,1955,1974,1,0,2,4,1,0.0,1,0,1,1,0,2,1,306,4,1085,372,1763,0,2,0,0,1779,0,0,1779,1,0,1,1,3,1,1,6,0,1,2,0,63.0,1,2,454,0,0,0,0,418,0,0,312,0,0,0,0,0,7,2006,0,1,170000
852,855,856,20,0,6897,0,0,1,0,0,2,0,9,0,0,0,1,5,8,1962,2010,0,0,3,3,1,0.0,1,1,1,1,0,0,1,659,0,0,381,1040,0,0,0,0,1040,0,0,1040,1,0,1,1,3,1,1,6,0,0,0,1,12.0,1,1,260,0,0,0,0,104,0,0,0,0,0,0,0,0,4,2010,0,0,127000
853,856,857,80,0,10970,0,0,1,2,0,0,1,0,0,0,0,5,6,6,1978,1978,0,0,7,3,1,0.0,1,0,1,0,1,1,0,505,5,435,0,940,0,2,0,0,1026,0,0,1026,1,0,1,0,3,1,1,5,0,0,0,1,37.0,1,2,576,0,1,0,0,0,34,0,0,0,0,1,0,0,10,2008,0,0,147000
854,857,858,60,0,8125,0,0,0,0,0,0,0,17,0,0,0,0,6,5,1994,1995,0,0,3,3,1,0.0,1,0,0,0,0,0,2,0,0,0,702,702,0,1,0,0,702,779,0,1481,0,0,2,1,3,1,1,6,0,1,1,0,75.0,2,2,343,0,0,0,0,36,0,0,0,0,0,0,0,0,3,2009,0,0,174000
855,858,859,20,0,10400,0,0,0,0,0,0,0,6,0,0,0,1,7,5,1976,1976,0,0,3,3,0,189.0,1,0,1,0,0,0,2,0,0,0,1090,1090,0,2,0,0,1370,0,0,1370,0,0,2,0,3,1,1,6,0,1,1,0,1.0,0,2,479,0,0,0,0,0,0,0,0,0,0,1,0,0,6,2009,0,5,152000
856,859,860,60,0,11029,0,0,1,0,0,2,0,6,7,0,0,0,6,7,1968,1984,0,0,3,3,0,220.0,1,0,1,1,0,2,4,619,0,0,435,1054,0,2,0,0,1512,1142,0,2654,1,0,2,1,4,1,0,9,0,1,2,0,21.0,1,2,619,0,0,0,0,65,0,0,222,0,0,0,0,0,8,2006,0,0,250000
857,860,861,50,0,7642,0,0,0,0,0,2,0,2,0,0,0,2,7,8,1918,1998,0,0,2,5,1,0.0,0,0,2,1,0,0,2,0,0,0,912,912,0,1,0,0,912,514,0,1426,0,0,1,1,3,1,0,7,0,1,2,1,80.0,1,1,216,0,0,0,0,240,0,0,0,0,0,3,0,0,6,2007,0,0,189950
858,861,862,190,0,11625,0,0,0,0,0,0,0,9,0,0,1,1,5,4,1965,1965,1,0,7,3,1,0.0,1,0,0,1,0,2,4,841,0,0,198,1039,0,0,0,0,1039,0,0,1039,1,0,1,1,3,1,1,6,0,0,0,0,10.0,1,2,504,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2010,0,0,131500
859,862,863,20,0,9672,0,0,0,0,0,2,0,12,0,0,0,1,6,5,1984,1985,1,0,3,4,1,0.0,1,0,0,0,0,0,0,338,0,0,702,1040,0,2,0,0,1097,0,0,1097,0,0,2,0,3,1,1,6,0,0,0,0,64.0,1,2,480,0,0,0,0,0,0,0,0,0,0,3,0,0,5,2010,0,0,152000
860,863,864,20,0,7931,0,0,0,0,0,0,0,11,0,0,0,1,5,5,1959,1959,1,0,4,4,1,0.0,1,0,1,1,0,0,4,1148,0,0,0,1148,0,2,0,0,1148,0,0,1148,1,0,1,0,3,1,1,6,0,0,0,0,27.0,1,1,672,0,0,0,0,0,0,0,0,0,0,3,0,0,7,2009,0,0,132500
861,864,865,20,3,8640,0,0,0,0,0,0,0,5,0,0,0,1,7,5,2007,2008,0,0,0,0,1,0.0,0,0,0,2,0,0,2,0,0,0,1372,1372,0,0,0,0,1372,0,0,1372,0,0,2,0,3,1,0,6,0,0,0,0,23.0,2,2,529,0,0,0,0,140,0,0,0,0,0,0,0,0,5,2008,1,2,250580
862,865,866,20,0,8750,0,0,1,0,0,0,0,11,0,0,0,1,5,6,1970,1970,0,0,1,1,0,76.0,1,0,1,1,0,0,4,828,0,0,174,1002,0,2,0,0,1002,0,0,1002,1,0,1,0,3,1,1,5,0,0,0,1,7.0,1,2,902,0,0,0,0,0,0,0,0,0,0,1,0,0,8,2009,0,0,148500
863,866,867,20,0,10656,0,0,1,3,0,0,0,16,0,0,0,1,8,5,2006,2007,0,0,0,0,2,274.0,0,0,0,0,0,3,2,0,0,0,1638,1638,0,0,0,0,1646,0,0,1646,0,0,2,0,3,1,0,6,0,1,2,0,22.0,0,3,870,0,0,0,192,80,0,0,0,0,0,0,0,0,11,2007,1,2,248900
864,867,868,20,0,6970,0,0,0,0,0,2,0,9,1,0,0,1,4,5,1961,1961,0,0,0,0,1,0.0,1,0,1,1,0,0,1,932,0,0,108,1040,0,2,0,0,1120,0,0,1120,1,0,1,1,3,1,3,5,0,0,0,0,51.0,0,2,544,0,0,0,168,0,0,0,0,0,0,0,1,400,5,2007,0,0,129000
865,868,869,60,0,14762,0,0,2,0,0,2,0,17,1,0,0,0,5,6,1948,1950,0,0,7,4,1,0.0,1,0,4,3,2,4,5,0,2,0,0,0,0,1,0,0,1547,720,53,2320,0,0,2,0,2,1,1,7,0,1,1,0,54.0,1,2,672,0,0,2,120,144,0,0,0,0,0,0,0,0,5,2006,0,0,169000
866,869,870,60,0,9938,0,0,0,0,0,0,0,12,0,0,0,0,7,5,1993,1994,0,0,1,1,0,246.0,0,0,0,0,0,0,0,750,0,0,300,1050,0,0,0,0,1062,887,0,1949,1,0,2,1,3,1,0,8,0,1,1,0,5.0,2,2,574,0,0,0,156,90,0,0,0,0,0,3,0,0,6,2010,0,0,236000
867,870,871,20,0,6600,0,0,0,0,0,0,0,11,2,0,0,1,5,5,1962,1962,1,0,1,1,1,0.0,1,0,1,1,0,0,2,0,0,0,894,894,0,1,1,0,894,0,0,894,0,0,1,0,2,1,1,5,0,0,0,1,12.0,1,1,308,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2009,0,0,109500
868,871,872,60,0,8750,0,0,0,0,0,0,0,0,0,0,0,0,6,5,1998,1998,0,0,0,0,0,116.0,1,0,0,0,0,0,0,505,0,0,299,804,0,0,0,0,804,878,0,1682,0,0,2,1,3,1,0,7,0,0,0,0,3.0,0,2,523,0,0,0,0,77,0,0,0,0,0,0,0,0,6,2010,0,0,200500
869,872,873,20,0,8892,0,0,0,0,0,2,0,11,0,0,0,1,5,7,1953,1996,0,0,5,2,1,0.0,0,0,5,1,0,3,2,0,0,0,105,105,0,1,0,0,910,0,0,910,0,0,1,0,3,1,0,5,0,0,0,0,30.0,1,2,414,0,0,0,196,0,150,0,0,0,0,2,0,0,10,2008,0,0,116000
870,873,874,40,0,12144,0,0,0,0,0,0,0,11,0,0,0,1,5,7,1949,1950,0,0,3,3,1,0.0,0,0,1,1,0,0,3,375,0,0,457,832,0,1,0,0,1036,0,232,1268,0,0,1,0,3,1,1,6,0,1,2,0,74.0,1,1,288,0,0,0,0,28,0,0,0,0,0,0,3,0,9,2009,0,0,133000
871,874,875,50,1,5720,0,0,0,0,0,0,0,7,3,0,0,2,5,6,1941,1950,0,0,2,5,1,0.0,1,0,1,1,0,0,2,0,0,0,676,676,0,0,0,0,676,455,0,1131,0,0,1,1,3,1,1,5,0,0,0,1,81.0,1,1,200,0,0,0,26,0,0,0,0,0,0,0,0,0,8,2009,0,1,66500
872,875,876,60,3,9000,0,0,0,0,0,0,0,5,0,0,0,0,8,5,2007,2007,0,0,6,6,1,0.0,0,0,0,0,0,3,0,64,0,0,1120,1184,0,0,0,0,1184,1426,0,2610,0,0,2,1,4,1,2,11,0,1,2,2,22.0,2,2,550,0,0,0,208,364,0,0,0,0,0,0,0,0,8,2007,1,2,303477
873,876,877,20,0,25286,0,0,0,3,0,0,1,4,0,0,0,1,4,5,1963,1963,0,0,3,4,1,0.0,1,0,0,1,0,1,1,633,0,0,431,1064,0,1,0,0,1040,0,0,1040,1,0,1,0,3,1,1,5,0,0,0,0,36.0,1,2,648,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2007,0,0,132250
874,877,878,60,0,8834,0,0,0,0,0,0,0,10,0,0,0,0,9,5,2004,2005,1,0,0,0,2,216.0,0,0,0,2,0,0,0,1170,0,0,292,1462,0,0,0,0,1462,762,0,2224,1,0,2,1,4,1,2,10,0,1,2,0,6.0,2,3,738,0,0,0,184,0,0,0,0,0,0,0,0,0,6,2009,0,0,350000
875,878,879,85,0,11782,0,0,1,0,0,0,0,9,0,0,0,4,5,7,1961,1995,0,0,3,3,1,0.0,1,0,1,1,0,3,1,899,0,0,210,1109,0,2,0,0,1155,0,0,1155,1,0,1,0,3,1,0,6,3,0,0,1,43.0,1,2,576,0,0,0,192,0,0,0,0,0,0,1,1,400,6,2010,0,0,148000
876,879,880,20,0,7000,0,0,1,0,0,3,0,0,0,0,0,1,5,8,1978,2005,0,0,0,0,0,90.0,0,1,1,1,0,0,1,646,0,0,218,864,0,0,0,0,864,0,0,864,1,0,1,0,3,1,1,6,0,0,0,0,77.0,1,1,336,0,0,0,0,0,0,0,0,0,0,2,0,0,7,2009,0,0,136500
877,880,881,20,0,7024,0,0,0,0,0,0,0,15,0,0,0,1,5,5,2005,2006,0,0,0,0,1,0.0,1,0,0,2,1,0,1,980,0,0,110,1090,0,1,0,0,1090,0,0,1090,1,0,1,1,2,1,1,5,0,0,0,0,11.0,2,2,450,0,0,0,0,49,0,0,0,0,0,0,0,0,6,2007,0,0,157000
878,881,882,50,0,13758,0,0,1,0,0,3,0,16,0,0,0,2,7,5,1990,1991,0,0,3,3,0,117.0,0,1,1,0,0,2,6,902,0,0,254,1156,0,0,0,0,1187,530,0,1717,0,0,2,1,3,1,0,7,0,1,1,0,41.0,0,2,400,0,0,0,168,36,0,0,0,0,0,0,0,0,4,2007,0,0,187500
879,882,883,60,0,9636,0,0,1,0,0,2,0,17,0,0,0,0,6,5,1992,1993,0,0,0,0,1,0.0,1,0,0,0,0,0,2,0,0,0,808,808,0,1,0,0,808,785,0,1593,0,0,2,1,3,1,1,7,0,1,1,2,5.0,0,2,389,0,0,0,342,40,0,0,0,0,0,1,0,0,12,2009,0,0,178000
880,883,884,75,0,6204,0,0,0,1,0,0,0,23,0,0,0,7,4,5,1912,1950,0,0,2,5,1,0.0,0,0,0,1,3,0,2,0,0,0,795,795,0,2,1,0,954,795,481,2230,1,0,1,0,5,1,1,10,0,0,0,1,34.0,1,1,440,0,3,0,0,188,0,0,0,0,0,0,0,0,3,2006,0,0,118500
881,884,885,20,0,7150,0,0,0,0,0,0,0,11,0,0,0,1,5,5,1967,1967,0,0,3,3,0,60.0,1,0,1,1,0,0,4,432,0,0,460,892,0,2,0,0,892,0,0,892,0,0,1,0,3,1,1,5,0,0,0,0,17.0,0,1,288,0,0,0,0,0,0,0,0,0,0,2,0,0,7,2009,0,0,100000
882,885,886,120,3,5119,0,0,1,0,0,3,0,5,0,0,3,1,9,5,1999,2000,0,0,1,1,0,60.0,0,0,0,2,0,3,0,1238,0,0,460,1698,0,0,0,0,1709,0,0,1709,1,0,2,0,2,1,0,5,0,1,1,0,39.0,2,2,506,0,0,0,97,65,0,0,0,0,0,0,0,0,1,2008,5,1,328900
883,886,887,90,0,8393,0,0,0,0,0,2,0,11,0,0,2,1,5,5,1959,2005,0,0,1,1,0,122.0,1,0,1,1,0,0,6,528,0,0,1098,1626,0,0,0,0,1712,0,0,1712,0,0,2,0,4,2,1,8,0,0,0,0,11.0,2,2,588,0,0,0,272,54,0,0,0,0,0,0,0,0,6,2006,0,5,145000
884,887,888,50,0,16466,0,0,1,0,0,0,0,15,0,0,0,2,5,7,1955,1955,0,0,1,1,1,0.0,1,1,0,1,0,0,2,0,0,0,816,816,0,2,0,0,872,521,0,1393,0,0,1,1,3,1,1,8,0,0,0,0,63.0,1,1,300,0,0,0,121,0,0,0,265,0,0,0,0,0,4,2008,0,0,135500
885,888,889,20,0,15865,0,0,1,0,0,0,1,11,0,0,0,1,8,6,1970,1970,4,5,2,5,1,0.0,0,1,0,1,1,1,1,351,4,823,1043,2217,0,0,0,0,2217,0,0,2217,1,0,2,0,4,1,0,8,0,1,1,0,16.0,1,2,621,0,0,0,81,207,0,0,224,0,0,0,0,0,10,2007,0,0,268000
886,889,890,20,0,12160,0,0,0,0,0,0,0,11,1,0,0,1,6,4,1953,1953,1,0,2,5,0,90.0,1,0,1,1,0,0,4,1024,0,0,481,1505,0,0,0,0,1505,0,0,1505,1,0,1,0,2,1,1,6,0,1,1,0,30.0,0,2,505,0,0,0,0,0,0,162,0,0,0,0,0,0,2,2009,0,0,149500
887,890,891,50,0,8064,0,0,0,0,0,2,0,11,3,0,0,2,5,7,1949,2006,0,0,1,1,1,0.0,1,1,1,1,0,2,2,0,0,0,672,672,0,0,0,0,672,252,0,924,0,0,1,0,3,1,1,6,0,1,5,1,0.0,1,2,576,0,0,0,0,0,0,0,0,0,0,1,1,2000,7,2007,0,0,122900
888,891,892,60,0,11184,0,0,0,0,0,0,0,9,0,0,0,0,6,5,1978,1978,1,0,3,3,0,92.0,1,0,1,1,0,0,6,226,4,500,192,918,0,1,0,0,918,765,0,1683,0,0,2,1,3,1,1,7,0,1,1,0,77.0,0,2,440,0,0,0,243,0,0,0,0,0,0,0,0,0,7,2009,0,0,172500
889,892,893,20,0,8414,0,0,0,0,0,0,0,9,0,0,0,1,6,8,1963,2003,1,0,3,3,1,0.0,1,0,1,1,0,0,0,663,0,0,396,1059,0,2,0,0,1068,0,0,1068,0,1,1,0,3,1,1,6,0,0,0,0,36.0,0,1,264,0,0,0,192,0,0,0,0,0,0,1,0,0,2,2006,0,0,154500
890,893,894,20,0,13284,0,0,0,0,0,0,0,9,2,0,0,1,5,5,1954,1954,0,0,2,4,1,0.0,1,0,0,0,0,2,4,1064,0,0,319,1383,0,2,0,0,1383,0,0,1383,1,0,1,0,3,1,1,6,0,1,2,0,29.0,1,1,354,0,0,0,511,116,0,0,0,0,0,3,0,0,6,2008,0,0,165000
891,894,895,90,0,7018,0,0,0,1,0,0,0,12,0,0,2,1,5,5,1979,1979,0,0,7,4,1,0.0,1,0,4,3,2,4,5,0,2,0,0,0,0,2,0,0,1535,0,0,1535,0,0,2,0,4,2,1,8,0,0,0,0,54.0,1,2,400,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2009,0,4,118858
892,895,896,60,0,7056,0,0,0,0,0,0,0,11,0,0,0,0,6,5,1963,1963,1,0,3,3,0,415.0,1,0,1,1,0,0,4,400,0,0,380,780,0,2,0,0,983,813,0,1796,1,0,1,1,4,1,1,8,0,1,1,0,36.0,0,2,483,0,0,0,0,50,0,0,0,0,0,0,0,0,10,2008,0,0,140000
893,896,897,30,1,8765,0,1,0,0,0,0,0,13,0,0,0,1,4,6,1936,1950,0,0,2,5,1,0.0,1,0,2,1,0,0,1,285,0,0,666,951,0,0,1,0,951,0,0,951,0,0,1,0,2,1,1,6,0,0,0,1,57.0,1,1,327,0,0,0,0,28,0,0,0,0,0,0,0,0,4,2006,0,1,106500
894,897,898,90,0,7018,0,0,0,0,0,0,0,12,1,0,2,0,5,5,1979,1979,0,0,7,4,1,0.0,1,0,4,3,2,4,5,0,2,0,0,0,0,2,0,0,1120,1120,0,2240,0,0,2,0,6,2,1,12,0,0,0,1,54.0,1,2,528,0,0,0,154,0,0,0,0,0,0,0,0,0,6,2009,0,4,142953
895,898,899,20,0,12919,0,0,1,0,0,0,0,10,0,0,0,1,9,5,2009,2010,1,0,0,0,2,760.0,2,0,0,2,0,1,0,2188,0,0,142,2330,0,0,0,0,2364,0,0,2364,1,0,2,1,2,1,2,11,0,2,2,0,49.0,2,3,820,0,0,0,0,67,0,0,0,0,0,0,0,0,3,2010,1,2,611657
896,899,900,20,0,6993,0,0,0,0,0,0,0,9,1,0,0,1,5,7,1961,1994,0,0,3,4,1,0.0,1,0,1,1,0,0,4,465,0,0,447,912,0,2,0,0,1236,0,0,1236,0,0,1,0,3,1,1,6,0,1,1,0,51.0,1,1,288,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2006,0,0,135000
897,900,901,20,0,7340,0,0,1,0,0,0,0,11,0,0,0,1,4,6,1971,1971,0,0,3,3,1,0.0,1,0,1,1,0,0,1,322,0,0,536,858,0,2,0,0,858,0,0,858,0,0,1,0,2,1,1,4,0,0,0,1,54.0,1,1,684,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2007,0,0,110000
898,901,902,20,0,8712,0,0,1,0,0,0,0,11,0,0,0,1,5,7,1957,2000,1,0,1,1,1,0.0,1,1,1,1,0,2,4,860,0,0,132,992,0,2,0,0,1306,0,0,1306,1,0,1,0,2,1,1,5,0,0,0,1,21.0,1,1,756,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2009,0,0,153000
899,902,903,60,0,7875,0,0,0,0,0,0,0,17,0,0,0,0,7,5,2003,2003,0,0,0,0,1,0.0,0,0,0,0,0,0,2,0,0,0,783,783,0,0,0,0,807,702,0,1509,0,0,2,1,3,1,0,8,0,1,2,0,0.0,2,2,393,0,0,0,0,75,0,0,0,0,0,0,0,0,7,2006,0,0,180000
900,903,904,20,0,14859,0,0,1,3,0,3,0,17,0,0,0,1,7,5,2006,2006,1,0,0,0,0,27.0,0,0,0,0,0,0,2,0,0,0,1670,1670,0,0,0,0,1670,0,0,1670,0,0,2,0,3,1,0,7,0,1,2,0,13.0,0,3,690,0,0,0,144,60,0,0,0,0,0,0,0,0,8,2006,1,2,240000
